03-18 11:19:47.339 I/tombstoned(  209): tombstoned successfully initialized
03-18 11:19:48.264 D/AndroidRuntime(  376): >>>>>> START com.android.internal.os.ZygoteInit uid 0 <<<<<<
03-18 11:19:48.267 I/AndroidRuntime(  376): Using default boot image
03-18 11:19:48.267 I/AndroidRuntime(  376): Leaving lock profiling enabled
03-18 11:19:49.373 W/PackageSettings(  565): Missing permission state for package com.drivertracking on user 0
03-18 11:19:49.396 V/AconfigFlags(  565): Read Aconfig default flag value com.android.server.os.proto_tombstone = false
03-18 11:19:52.090 I/AndroidRuntime(  826): VM exiting with result code 0, cleanup skipped.
03-18 11:19:52.132 I/ActivityManager(  565): Process WebViewLoader-arm64-v8a (pid 826) has died: psvc PER 
03-18 11:19:52.272 V/StorageManagerService(  565): Package com.drivertracking does not have legacy storage
03-18 11:19:54.536 D/ShortcutService(  565): Found updated package com.drivertracking updateTime=1773754864826
03-18 11:19:54.536 D/ShortcutService(  565): rescanPackageIfNeeded 0@com.drivertracking, forceRescan=true , isNewApp=true
03-18 11:19:54.536 D/ShortcutService(  565): Package com.drivertracking has 0 manifest shortcut(s), and 0 share target(s)
03-18 11:19:59.205 I/ActivityManager(  565): Process com.android.keychain (pid 1463) has died: cch+15 CEM 
03-18 11:19:59.310 I/ActivityManager(  565): Process com.android.settings (pid 981) has died: cch+5 CEM 
03-18 11:20:02.356 E/AndroidRuntime( 2374): FATAL EXCEPTION: Thread-2
03-18 11:20:02.356 E/AndroidRuntime( 2374): Process: com.android.hotwordenrollment.okgoogle, PID: 2374
03-18 11:20:02.356 E/AndroidRuntime( 2374): java.lang.NoClassDefFoundError: Failed resolution of: Lcom/android/hotwordenrollment/common/EnrollmentUtil;
03-18 11:20:02.356 E/AndroidRuntime( 2374): 	at com.android.hotwordenrollment.common.StartupReceiver.updateSoundModel(StartupReceiver.java:56)
03-18 11:20:02.356 E/AndroidRuntime( 2374): 	at com.android.hotwordenrollment.common.StartupReceiver.-$$Nest$smupdateSoundModel(StartupReceiver.java:0)
03-18 11:20:02.356 E/AndroidRuntime( 2374): 	at com.android.hotwordenrollment.common.StartupReceiver$1.run(StartupReceiver.java:48)
03-18 11:20:02.356 E/AndroidRuntime( 2374): Caused by: java.lang.ClassNotFoundException: com.android.hotwordenrollment.common.EnrollmentUtil
03-18 11:20:02.356 E/AndroidRuntime( 2374): 	... 3 more
03-18 11:20:02.614 I/ActivityManager(  565): Process com.android.hotwordenrollment.okgoogle (pid 2374) has died: fg  RCVR
03-18 11:20:02.831 E/AndroidRuntime( 2451): FATAL EXCEPTION: Thread-2
03-18 11:20:02.831 E/AndroidRuntime( 2451): Process: com.android.hotwordenrollment.xgoogle, PID: 2451
03-18 11:20:02.831 E/AndroidRuntime( 2451): java.lang.NoClassDefFoundError: Failed resolution of: Lcom/android/hotwordenrollment/common/EnrollmentUtil;
03-18 11:20:02.831 E/AndroidRuntime( 2451): 	at com.android.hotwordenrollment.common.StartupReceiver.updateSoundModel(StartupReceiver.java:56)
03-18 11:20:02.831 E/AndroidRuntime( 2451): 	at com.android.hotwordenrollment.common.StartupReceiver.-$$Nest$smupdateSoundModel(StartupReceiver.java:0)
03-18 11:20:02.831 E/AndroidRuntime( 2451): 	at com.android.hotwordenrollment.common.StartupReceiver$1.run(StartupReceiver.java:48)
03-18 11:20:02.831 E/AndroidRuntime( 2451): Caused by: java.lang.ClassNotFoundException: com.android.hotwordenrollment.common.EnrollmentUtil
03-18 11:20:02.831 E/AndroidRuntime( 2451): 	... 3 more
03-18 11:20:02.844 I/ActivityManager(  565): Process com.android.hotwordenrollment.xgoogle (pid 2451) has died: fg  RCVR
03-18 11:20:05.186 W/ogle.android.as( 1297): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~HnIyMNDJkyqqh8FANwt0uA==/com.drivertracking-SImqt3tTbvlINQ0nZ4xn4g==/base.apk' with 1 weak references
03-18 11:20:05.920 I/AppsFilter(  565): interaction: PackageSetting{57932a7 com.drivertracking/10212} -> PackageSetting{633a354 com.google.android.googlequicksearchbox/10144} BLOCKED
03-18 11:20:05.922 I/AppsFilter(  565): interaction: PackageSetting{57932a7 com.drivertracking/10212} -> PackageSetting{8cf8716 com.google.android.calendar/10147} BLOCKED
03-18 11:20:13.759 W/ndroid.settings( 2566): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~HnIyMNDJkyqqh8FANwt0uA==/com.drivertracking-SImqt3tTbvlINQ0nZ4xn4g==/base.apk' with 1 weak references
03-18 11:20:19.599 I/AppsFilter(  565): interaction: PackageSetting{57932a7 com.drivertracking/10212} -> PackageSetting{d2c2f37 com.google.android.apps.chromecast.app/10141} BLOCKED
03-18 11:20:25.028 W/android.vending( 1687): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~HnIyMNDJkyqqh8FANwt0uA==/com.drivertracking-SImqt3tTbvlINQ0nZ4xn4g==/base.apk' with 1 weak references
03-18 11:20:34.035 W/.apps.wellbeing( 1223): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~HnIyMNDJkyqqh8FANwt0uA==/com.drivertracking-SImqt3tTbvlINQ0nZ4xn4g==/base.apk' with 1 weak references
03-18 11:20:35.207 I/ActivityManager(  565): Force stopping com.drivertracking appid=10212 user=-1: installPackageLI
03-18 11:20:35.210 I/PackageManager(  565): Update package com.drivertracking code path from /data/app/~~HnIyMNDJkyqqh8FANwt0uA==/com.drivertracking-SImqt3tTbvlINQ0nZ4xn4g== to /data/app/~~ubLfry8YJVMmjngOn_l0BQ==/com.drivertracking-mloGa-bWYRxYM1SZ-QE0Pw==; Retain data and using new
03-18 11:20:35.627 I/ActivityManager(  565): Force stopping com.drivertracking appid=10212 user=0: pkg removed
03-18 11:20:35.662 W/PackageConfigPersister(  565): App-specific configuration not found for packageName: com.drivertracking and userId: 0
03-18 11:20:35.665 D/ActivityThread( 1069): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.665 D/ActivityThread( 1425): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.665 D/ActivityThread( 3059): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.665 D/ActivityThread( 3253): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 1205): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 2211): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 3366): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 2944): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 3073): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 2370): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 1158): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.666 D/ActivityThread( 2846): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.667 D/ActivityThread( 1625): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.667 D/ActivityThread( 1425): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.667 D/ActivityThread( 1069): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.667 D/ActivityThread( 1205): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.667 D/ActivityThread(  895): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.668 D/ActivityThread( 1158): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.668 D/ActivityThread( 3366): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.668 D/ActivityThread( 2846): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread( 3059): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread( 2944): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread( 1044): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread(  895): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread( 2370): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.669 D/ActivityThread( 2211): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.670 D/ActivityThread( 2566): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.670 D/ActivityThread( 3253): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.670 D/ActivityThread( 3073): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.670 D/ActivityThread( 2996): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.670 D/ActivityThread( 2996): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.671 D/ActivityThread( 1856): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.671 D/ActivityThread( 2566): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.671 D/ActivityThread( 1263): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 1321): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 1321): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 1263): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 3188): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 1044): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 1625): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.672 D/ActivityThread( 2325): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.673 D/ActivityThread( 3032): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.673 D/ActivityThread( 2692): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.673 D/ActivityThread( 2676): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.673 D/ActivityThread( 2290): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.674 D/ActivityThread( 1451): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
03-18 11:20:35.674 D/ActivityThread( 1223): Package [com.drivertracking] reported as REPLACED, but missing application info. Assuming REMOVED.
